0.021713,0.029041,0.99927,0.00098595,0.00089632,0.00073498,0.00037645,0.00066328,0.00043023,0.00080669,0.00098595,0.00089632,0.00080669,0.0011114,0.00073498,0.00066328,0.00080669,1,0,0
0.035584,0.012154,0.99968,0.00073383,0.00078624,0.00045427,0.00078624,0.00061152,0.00059405,0.00082119,0.00073383,0.00078624,0.00024461,0.00066394,0.00045427,0.00061152,0.00082119,1,0,0
0.0084466,0.01613,0.99935,0.00083931,0.0007143,0.00091074,0.00073216,0.0012143,0.00094645,0.0010893,0.00083931,0.0007143,0.00087502,0.00098217,0.00091074,0.0012143,0.0010893,1,0,0
0.021871,0.054403,0.99752,0.0012911,0.0019647,0.00097299,0.00087943,0.0023576,0.0013285,0.0020021,0.0012911,0.0019647,0.0008233,0.0018711,0.00097299,0.0023576,0.0020021,1,0,0
0.018432,0.029616,0.99861,0.00138,0.0020887,0.0015106,0.0012495,0.0023311,0.0014919,0.0020887,0.00138,0.0020887,0.0014919,0.0022006,0.0015106,0.0023311,0.0020887,1,0,0
0.021001,0.0050437,0.99992,0.00042424,0.00069576,0.00027152,0.00062788,0.00045818,0.00018667,0.0003903,0.00042424,0.00069576,0.00033939,0.00042424,0.00027152,0.00045818,0.0003903,1,0,0
0.0079896,0,0.86522,0.00061853,0.00075819,0.00047886,0.00023943,0.00063848,0.00049881,0.00061853,0.00061853,0.00075819,0.00031924,0.00099762,0.00047886,0.00063848,0.00061853,1,0,0
0.00041866,0,0.95203,0.0010674,0.00054377,0.0004028,0.00034238,0.00054377,0.0012487,0.001148,0.0010674,0.00054377,0.00092643,0.0014098,0.0004028,0.00054377,0.001148,1,0,0
0.00076206,0,0.88202,0.00042636,0.00052787,0.00050757,0.00026394,0.0013197,0.00050757,0.001137,0.00042636,0.00052787,0.00064969,0.00093393,0.00050757,0.0013197,0.001137,1,0,0
0,0,0.92449,0.00065272,0.0006725,0.00063294,0.0006725,0.0013648,0.00023735,0.00069228,0.00065272,0.0006725,9.8897e-05,0.00069228,0.00063294,0.0013648,0.00069228,1,0,0
