,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
40,-0.107452005,-1.2303608e-38,0.23660457,-0.056182448,0.4297825,9.450855e-38,0.27413833,1.682036e-39,0.18620047,6.0045236e-38,-0.20832023,-0.03518527,-2.7526726e-38,-8.899833e-38,-0.09457651,1.9509237e-38,-0.011666441,0.088927686,0.019401625,0.2463617
41,-0.19106355,7.276918e-38,0.42853138,-0.10019729,0.12416361,2.2855252e-38,-0.11004457,3.5030105e-38,0.25188276,3.027134e-38,-1.0683634e-38,-0.031014455,1.0121692e-38,1.0110701e-37,-0.26776484,7.538767e-38,0.33534658,-0.62570745,0.15193076,-0.27033356
42,0.17402516,-7.527106e-38,-0.27023423,0.044815697,0.18292223,-3.765883e-38,0.14334317,-4.0463099e-38,0.08064091,2.922442e-38,-0.05185655,-0.0203359,-6.1633624e-38,8.344699e-39,0.5478534,-6.236251e-38,0.22939634,0.3425173,-0.004554221,0.25614306
43,-0.19505285,-4.489627e-38,0.5015045,-0.07654944,0.14027679,-2.64912e-38,-0.07944441,-6.202006e-38,0.35698873,-5.223563e-38,0.0021512043,-0.031486254,-3.2433283e-38,-5.144948e-38,-0.4316345,8.2107604e-38,0.33856356,-0.49232897,0.22456314,0.13674963
44,0.03388232,1.4281441e-38,0.4040084,0.21770231,-1.6775441,4.8528597e-38,-1.195176,6.235001e-38,-0.06270787,-5.581241e-39,-0.069099575,0.0007849812,4.4202755e-38,-8.6519407e-38,-0.22010987,-1.001963e-37,0.65283173,0.5504314,1.2248138,-1.5283859
45,0.05081975,-1.8455649e-38,-0.0665825,-0.064987905,0.27277616,-8.876615e-38,0.4977949,-1.312748e-39,0.07972686,-4.2866516e-38,0.00089785387,-0.020472094,5.471866e-38,7.062532e-38,0.22929932,8.7530405e-38,0.03749445,0.094201766,-0.4059804,0.36000836
46,-0.033464197,-4.0641943e-38,-0.113182455,0.2291681,0.51538575,-9.834512e-38,0.19111377,7.7701e-38,0.05411431,1.4266812e-38,0.035343703,-0.0035547875,-8.441743e-38,8.227077e-38,0.62135684,-5.7605676e-38,0.06179055,0.60070765,-0.48512244,0.40690956
47,-0.16984624,-1.5531205e-38,0.26001537,0.041174848,-0.26678434,6.980334e-39,0.2128895,4.4914612e-38,0.08502658,7.157552e-39,0.002439425,-0.01664624,-9.81811e-40,-3.290001e-38,0.39215556,1.9252766e-38,0.22083211,0.02441667,0.1984313,-0.35627872
48,1.6044263e-06,-8.543367e-38,-5.6162982e-05,-8.939501e-39,2.1597047e-38,6.2757023e-38,-1.4941375e-10,6.07217e-38,7.917965e-38,4.6174567e-38,-1.4406358e-05,1.262615e-39,8.0670903e-38,1.1676706e-38,-5.1620177e-06,-3.828631e-38,2.8907434e-06,9.5531146e-15,6.757536e-05,-2.1356393e-38
49,-0.051965553,3.2310905e-38,-0.30836797,0.162122,1.1809675,-9.802454e-39,1.0176992,-9.865675e-38,-0.32681906,-3.456724e-38,-0.09593091,0.0009851778,8.3239606e-38,-6.219103e-38,1.0290935,-7.39007e-39,-0.7338595,0.4061866,-1.2512245,0.67382866
50,5.0200665e-38,2.5393156e-38,2.884102e-38,-2.215413e-38,8.253746e-38,-7.786381e-38,-5.4649996e-38,-5.922411e-38,-1.535243e-39,1.4246396e-38,2.0573472e-38,-3.2420923e-38,-1.7664145e-38,-2.363476e-38,7.3995044e-38,4.2091996e-38,-4.2173364e-38,-1.2963348e-38,-7.447093e-38,2.5670644e-38
51,9.3689e-09,3.1867108e-38,0.31994042,0.2113325,-2.1455977,-3.898431e-38,-0.9740398,5.3093187e-38,-0.070148505,1.4047563e-38,7.562964e-05,0.0026398164,-7.1044767e-38,-4.8697644e-38,-0.4830839,-3.0114282e-38,0.30032858,0.7577401,1.4965582,-2.0716915
52,-1.8446142e-38,-7.039692e-38,-0.49645045,0.1894994,-0.20166674,-1.1861176e-38,0.4197586,6.036128e-38,-0.23470935,-4.463723e-38,6.750992e-38,0.0010653985,7.2218254e-38,2.157836e-38,1.148438,5.9507776e-38,-0.61687094,1.5511796,-0.69763607,-0.42465898
53,-0.13075455,-2.9260754e-38,-0.07080042,-0.09500692,-0.31366122,5.6890397e-38,-0.061676048,7.933688e-38,0.3769882,-5.056897e-38,-0.046437718,-0.034193013,-9.879663e-38,-8.5762515e-38,0.12385353,-4.915774e-38,0.072478145,-0.33753768,0.21495888,0.115112655
54,0.18169619,3.2977567e-38,0.2151032,-0.066429034,0.29484382,-4.9407766e-38,0.2543593,5.915688e-38,0.18034168,9.334539e-38,0.03914134,-0.0298977,-5.153648e-38,-1.7816773e-38,0.13530633,-7.6254604e-38,0.31340435,-0.10811635,0.15180892,0.21720046
55,-0.013662516,4.643963e-38,-0.94938505,0.063464455,1.4820614,5.7715437e-38,1.6673653,-4.285674e-39,-0.25978786,-6.9102186e-38,-0.017889027,-6.538689e-05,-4.769653e-38,8.800651e-38,1.4485105,1.4435734e-38,-0.8425231,0.5177592,-1.7625092,1.1392273
56,-0.026088674,7.8050004e-38,0.02280846,2.2457257e-18,-8.561085e-17,-2.926665e-38,-0.004223543,-2.1479963e-38,9.113313e-06,-2.0156748e-38,-0.05195405,3.3856924e-38,-7.737218e-38,6.053442e-38,-0.025847621,-6.042528e-38,0.02828493,1.947145e-05,0.0032970158,4.9071896e-06
57,-0.09079185,-4.3497324e-38,-0.68641156,-0.005936406,1.0297178,-5.356806e-38,0.8178959,-6.613397e-39,0.038788594,-8.906496e-38,-4.5779446e-38,-0.0075995396,-3.368495e-38,1.283752e-39,1.0061721,7.6790657e-38,-0.5829864,0.012677155,-1.1908866,0.91757804
58,0.12139581,-3.19662e-39,-0.6426791,0.38562763,2.0374193,4.2752282e-38,1.6633711,6.0485994e-38,-0.1462182,8.243766e-38,0.11129285,1.1553317e-06,1.3794521e-38,7.6036086e-38,1.4605833,-1.3827374e-38,-0.6767362,0.31452367,-1.260258,0.9750652
59,0.038764685,-9.951898e-39,-0.07941303,-0.06949248,0.07928281,-8.134488e-38,0.5446651,-1.3098974e-38,0.32244518,-8.6842244e-38,0.007699198,-0.01940431,1.327429e-38,-4.7072816e-38,0.19100007,-5.641023e-38,-0.30519792,-0.058147214,-0.44880134,0.4971908
